code,ts_code,name,industry,select_date,close,score,score_base,news_proxy_boost,volume_ratio,turnover,main_net_inflow,drawdown_from_high,market_style,regime,factor_volume_ratio,factor_drawdown,factor_inflow,factor_turnover,factor_sector,factor_pattern,factor_counter_trend,factor_wyckoff,factor_accel,pre_threshold_rank,candidate_rank,variant,selected,failure_reason,buy_date,buy_price,exit_date_3d,return_3d,mae_3d,exit_date_5d,return_5d,mae_5d,exit_date_8d,return_8d,mae_8d
000524,000524.SZ,岭南控股,旅游服务,20240307,8.46,48.90952875984304,48.90952875984304,0.0,4.0,5.3705,-2354.76,5.685618729096987,weak_momentum,BULL_TREND,100.0,100.0,0.0,100.0,35.01449333709086,53.333333333333336,0.0,59.9379206174183,0.0,2,2,E_ablate_inflow_vr1.2,True,,20240308,8.07,20240312,2.4783147459727317,-3.7174721189591198,20240314,2.850061957868655,-3.7174721189591198,20240319,9.293680297397767,-3.7174721189591198
600111,600111.SH,北方稀土,小金属,20240307,19.59,47.73481094184605,47.73481094184605,0.0,2.78,3.0001,39171.0,3.497536945812812,weak_momentum,BULL_TREND,73.75424414743912,100.0,100.0,40.0,77.03997074493068,0.0,0.0,74.10452471993719,0.0,3,3,E_ablate_inflow_vr1.2,True,,20240308,19.5,20240312,0.9230769230769154,-1.2820512820512775,20240314,-0.10256410256409554,-1.2820512820512775,20240319,5.179487179487197,-1.8974358974359062
601456,601456.SH,国联民生,证券,20240307,11.41,55.56535227717984,55.56535227717984,0.0,3.45,6.5376,7794.84,4.598662207357865,weak_momentum,BULL_TREND,89.32981809454034,100.0,77.9484,100.0,56.45667264221414,53.333333333333336,0.0,65.96332575832258,0.0,1,1,E_ablate_wyckoff_vr1.2,True,,20240308,11.07,20240312,6.594399277326102,-0.09033423667569318,20240314,3.8843721770551065,-0.09033423667569318,20240319,4.787714543812105,-0.09033423667569318
600111,600111.SH,北方稀土,小金属,20240307,19.59,54.860622430723296,54.860622430723296,0.0,2.78,3.0001,39171.0,3.497536945812812,weak_momentum,BULL_TREND,73.75424414743912,100.0,100.0,40.0,78.64990539071621,0.0,0.0,74.10452471993719,0.0,2,2,E_ablate_wyckoff_vr1.2,True,,20240308,19.5,20240312,0.9230769230769154,-1.2820512820512775,20240314,-0.10256410256409554,-1.2820512820512775,20240319,5.179487179487197,-1.8974358974359062
000878,000878.SZ,云南铜业,铜,20240307,11.65,50.72046701693072,50.72046701693072,0.0,2.59,4.1976,9902.75,3.239202657807299,weak_momentum,BULL_TREND,68.64760489559146,100.0,99.0275,80.0,43.98917521728,0.0,0.0,71.54552433673966,0.0,3,3,E_ablate_wyckoff_vr1.2,True,,20240308,11.76,20240312,-1.7006802721088343,-2.2959183673469385,20240314,1.9557823129251695,-2.6360544217687076,20240319,13.180272108843539,-2.6360544217687076
600111,600111.SH,北方稀土,小金属,20240307,19.59,65.97630113871388,65.97630113871388,0.0,2.78,3.0001,39171.0,3.497536945812812,weak_momentum,BULL_TREND,73.75424414743912,100.0,100.0,40.0,78.64990539071621,0.0,0.0,74.10452471993719,0.0,1,1,E_ablate_accel_vr1.2,True,,20240308,19.5,20240312,0.9230769230769154,-1.2820512820512775,20240314,-0.10256410256409554,-1.2820512820512775,20240319,5.179487179487197,-1.8974358974359062
601456,601456.SH,国联民生,证券,20240307,11.41,65.45985114092822,65.45985114092822,0.0,3.45,6.5376,7794.84,4.598662207357865,weak_momentum,BULL_TREND,89.32981809454034,100.0,77.9484,100.0,56.45667264221414,53.333333333333336,0.0,65.96332575832258,0.0,2,2,E_ablate_accel_vr1.2,True,,20240308,11.07,20240312,6.594399277326102,-0.09033423667569318,20240314,3.8843721770551065,-0.09033423667569318,20240319,4.787714543812105,-0.09033423667569318
000878,000878.SZ,云南铜业,铜,20240307,11.65,61.45229566744167,61.45229566744167,0.0,2.59,4.1976,9902.75,3.239202657807299,weak_momentum,BULL_TREND,68.64760489559146,100.0,99.0275,80.0,43.98917521728,0.0,0.0,71.54552433673966,0.0,3,3,E_ablate_accel_vr1.2,True,,20240308,11.76,20240312,-1.7006802721088343,-2.2959183673469385,20240314,1.9557823129251695,-2.6360544217687076,20240319,13.180272108843539,-2.6360544217687076
600006,600006.SH,东风股份,汽车整车,20240308,7.06,72.77461048005817,63.37572970327279,9.398880776785383,1.66,8.052,12612.48,1.6713091922005585,momentum,BULL_TREND,36.559162078609994,100.0,100.0,60.0,93.98880776785383,33.33333333333333,0.0,44.27427171243855,0.0,1,1,A_recovered_proxy_vr1.5,True,,20240311,6.9,20240313,0.0,-4.057971014492756,20240315,9.565217391304337,-4.057971014492756,20240320,37.246376811594196,-4.057971014492756
600006,600006.SH,东风股份,汽车整车,20240308,7.06,63.37572970327279,63.37572970327279,0.0,1.66,8.052,12612.48,1.6713091922005585,momentum,BULL_TREND,36.559162078609994,100.0,100.0,60.0,93.98880776785383,33.33333333333333,0.0,44.27427171243855,0.0,1,1,B_pure_quant_vr1.5,True,,20240311,6.9,20240313,0.0,-4.057971014492756,20240315,9.565217391304337,-4.057971014492756,20240320,37.246376811594196,-4.057971014492756
600487,600487.SH,亨通光电,通信设备,20240308,13.03,62.417951813232094,56.49619901350961,5.921752799722481,1.4,4.0309,22596.26,0.45836516424752094,momentum,BULL_TREND,24.271341358512082,100.0,100.0,80.0,59.217527997224806,33.33333333333333,0.0,53.453255436211705,0.0,1,1,A_recovered_proxy_vr1.2,True,,20240311,13.0,20240313,2.9230769230769393,-1.1538461538461608,20240315,0.692307692307681,-1.1538461538461608,20240320,-0.4615384615384688,-1.3846153846153841
600006,600006.SH,东风股份,汽车整车,20240308,7.06,54.5194685491387,54.5194685491387,0.0,1.66,8.052,12612.48,1.6713091922005585,momentum,BULL_TREND,36.559162078609994,100.0,100.0,60.0,49.707501997183385,33.33333333333333,0.0,44.27427171243855,0.0,2,2,A_recovered_proxy_vr1.2,True,,20240311,6.9,20240313,0.0,-4.057971014492756,20240315,9.565217391304337,-4.057971014492756,20240320,37.246376811594196,-4.057971014492756
000680,000680.SZ,山推股份,工程机械,20240308,6.98,51.03249222104899,51.03249222104899,0.0,1.45,4.2952,7738.61,0.7112375533428139,momentum,BULL_TREND,26.802645012010483,100.0,77.3861,80.0,48.19400321135982,66.66666666666666,0.0,45.627414936421204,0.0,3,3,A_recovered_proxy_vr1.2,True,,20240311,7.0,20240313,-6.857142857142861,-7.285714285714285,20240315,-3.857142857142848,-7.285714285714285,20240320,-3.57142857142857,-7.285714285714285
600487,600487.SH,亨通光电,通信设备,20240308,13.03,56.49619901350961,56.49619901350961,0.0,1.4,4.0309,22596.26,0.45836516424752094,momentum,BULL_TREND,24.271341358512082,100.0,100.0,80.0,59.217527997224806,33.33333333333333,0.0,53.453255436211705,0.0,1,1,D_pure_quant_vr1.2,True,,20240311,13.0,20240313,2.9230769230769393,-1.1538461538461608,20240315,0.692307692307681,-1.1538461538461608,20240320,-0.4615384615384688,-1.3846153846153841
600006,600006.SH,东风股份,汽车整车,20240308,7.06,54.5194685491387,54.5194685491387,0.0,1.66,8.052,12612.48,1.6713091922005585,momentum,BULL_TREND,36.559162078609994,100.0,100.0,60.0,49.707501997183385,33.33333333333333,0.0,44.27427171243855,0.0,2,2,D_pure_quant_vr1.2,True,,20240311,6.9,20240313,0.0,-4.057971014492756,20240315,9.565217391304337,-4.057971014492756,20240320,37.246376811594196,-4.057971014492756
000680,000680.SZ,山推股份,工程机械,20240308,6.98,51.03249222104899,51.03249222104899,0.0,1.45,4.2952,7738.61,0.7112375533428139,momentum,BULL_TREND,26.802645012010483,100.0,77.3861,80.0,48.19400321135982,66.66666666666666,0.0,45.627414936421204,0.0,3,3,D_pure_quant_vr1.2,True,,20240311,7.0,20240313,-6.857142857142861,-7.285714285714285,20240315,-3.857142857142848,-7.285714285714285,20240320,-3.57142857142857,-7.285714285714285
